car_no,CAR BRAND NAME,car_status,listed,First Listing Date,Sale date,Days
Car No-455,Brand-E,Sold,TRUE,2021-01-22,2021-04-20,88
Car No-456,Brand-N,Sold,TRUE,2021-02-18,2021-04-30,71
Car No-457,Brand-C,Not Sold,TRUE,2021-02-26,,
Car No-458,Brand-B,Sold,TRUE,2021-03-04,2021-04-21,48
Car No-459,Brand-B,Sold,TRUE,2021-03-10,2021-03-30,20
Car No-460,Brand-D,Not Sold,TRUE,2021-03-15,,
Car No-461,Brand-I,Sold,TRUE,2021-03-19,2021-05-18,60
Car No-462,Brand-D,Sold,TRUE,2021-03-24,2021-05-29,66
Car No-463,Brand-B,Sold,TRUE,2021-03-29,2021-05-28,60
Car No-464,Brand-B,Not Sold,TRUE,2021-04-01,,
Car No-465,Brand-B,Sold,TRUE,2021-04-06,2021-05-21,45
Car No-466,Brand-C,Not Sold,TRUE,2021-04-09,,
Car No-467,Brand-K,Not Sold,TRUE,2021-04-14,,
Car No-468,Brand-B,Not Sold,TRUE,2021-04-25,,
Car No-469,Brand-I,Not Sold,TRUE,2021-05-16,,
Car No-470,Brand-C,Not Sold,TRUE,2021-05-10,,
Car No-471,Brand-B,Not Sold,TRUE,2021-05-09,,
Car No-472,Brand-I,Not Sold,TRUE,2021-05-21,,
Car No-473,Brand-B,Not Sold,TRUE,2021-05-23,,
Car No-474,Brand-C,Not Sold,TRUE,2021-05-25,,
Car No-475,Brand-Q,Not Sold,FALSE,,,
Car No-476,Brand-D,Not Sold,TRUE,2021-06-15,,
Car No-477,Brand-I,Not Sold,FALSE,,,
Car No-478,Brand-Q,Not Sold,TRUE,2021-06-22,,
Car No-479,Brand-C,Sold,TRUE,2020-08-13,2021-05-01,261
Car No-480,Brand-I,Not Sold,FALSE,,,
Car No-481,Brand-I,Sold,TRUE,2020-08-19,2020-08-26,7
Car No-482,Brand-D,Sold,TRUE,2020-09-04,2021-03-10,187
Car No-483,Brand-K,Sold,TRUE,2020-09-25,2020-10-25,30
Car No-484,Brand-K,Sold,TRUE,2020-10-10,2020-12-20,71
Car No-485,Brand-B,Sold,TRUE,2020-10-17,2021-05-11,206
Car No-486,Brand-R,Sold,TRUE,2020-11-16,2020-12-14,28
Car No-487,Brand-B,Sold,TRUE,2020-11-27,2021-01-07,41
Car No-488,Brand-G,Sold,TRUE,2020-12-09,2021-01-18,40
Car No-489,Brand-D,Sold,TRUE,2020-12-21,2021-05-07,137
Car No-490,Brand-L,Sold,TRUE,2021-01-07,2021-02-05,29
Car No-491,Brand-D,Not Sold,TRUE,2021-01-22,,
Car No-492,Brand-I,Sold,TRUE,2021-02-18,2021-05-10,81
Car No-493,Brand-B,Sold,TRUE,2021-02-26,2021-04-07,40
Car No-494,Brand-J,Sold,TRUE,2021-03-05,2021-03-30,25
Car No-495,Brand-K,Not Sold,TRUE,2021-03-10,,
Car No-496,Brand-D,Not Sold,TRUE,2021-03-15,,
Car No-497,Brand-C,Not Sold,TRUE,2021-03-19,,
Car No-498,Brand-B,Not Sold,TRUE,2021-03-25,,
Car No-499,Brand-J,Not Sold,TRUE,2021-03-29,,
Car No-500,Brand-C,Sold,TRUE,2021-04-01,2021-04-26,25
Car No-501,Brand-C,Not Sold,TRUE,2021-04-06,,
Car No-502,Brand-K,Sold,TRUE,2021-04-14,2021-05-09,25
Car No-503,Brand-B,Not Sold,TRUE,2021-04-19,,
Car No-504,Brand-I,Not Sold,TRUE,2021-04-25,,
Car No-505,Brand-D,Not Sold,TRUE,2021-05-03,,
Car No-506,Brand-L,Not Sold,TRUE,2021-05-10,,
Car No-507,Brand-C,Not Sold,TRUE,2021-05-18,,
Car No-508,Brand-D,Not Sold,TRUE,2021-05-18,,
Car No-509,Brand-I,Not Sold,TRUE,2021-06-14,,
Car No-510,Brand-D,Not Sold,TRUE,2021-05-27,,
Car No-511,Brand-I,Not Sold,TRUE,2021-06-09,,
Car No-512,Brand-B,Not Sold,TRUE,2021-06-22,,
Car No-513,Brand-C,Not Sold,FALSE,,,
Car No-514,Brand-C,Not Sold,FALSE,,,
Car No-515,Brand-B,Sold,TRUE,2020-08-13,2020-12-12,121
Car No-516,Brand-A,Not Sold,FALSE,,,
Car No-517,Brand-C,Sold,TRUE,2020-08-17,2020-11-20,95
Car No-518,Brand-B,Sold,TRUE,2020-09-04,2021-02-23,172
Car No-519,Brand-D,Sold,TRUE,2020-09-27,2021-05-29,244
Car No-520,Brand-B,Not Sold,TRUE,2020-10-09,,
Car No-521,Brand-B,Sold,TRUE,2020-10-19,2020-12-15,57
Car No-522,Brand-B,Sold,TRUE,2020-11-17,2021-05-31,195
Car No-523,Brand-C,Sold,TRUE,2020-11-27,2021-02-07,72
Car No-524,Brand-I,Sold,TRUE,2020-12-09,2021-03-29,110
Car No-525,Brand-S,Sold,TRUE,2020-12-23,2021-01-09,17
Car No-526,Brand-B,Sold,TRUE,2021-01-07,2021-04-09,92
Car No-527,Brand-K,Sold,TRUE,2021-01-22,2021-05-20,118
Car No-528,Brand-G,Sold,TRUE,2021-02-18,2021-05-22,93
Car No-529,Brand-B,Not Sold,TRUE,2021-02-26,,
Car No-530,Brand-I,Not Sold,TRUE,2021-03-05,,
Car No-531,Brand-B,Sold,TRUE,2021-03-10,2021-03-25,15
Car No-532,Brand-D,Not Sold,TRUE,2021-03-15,,
Car No-533,Brand-C,Sold,TRUE,2021-03-19,2021-05-22,64
Car No-534,Brand-B,Sold,TRUE,2021-03-24,2021-05-29,66
Car No-535,Brand-C,Sold,TRUE,2021-03-30,2021-04-24,25
Car No-536,Brand-D,Not Sold,TRUE,2021-04-01,,
Car No-537,Brand-C,Sold,TRUE,2021-04-06,2021-04-23,17
Car No-538,Brand-I,Not Sold,TRUE,2021-04-14,,
Car No-539,Brand-C,Not Sold,TRUE,2021-04-20,,
Car No-540,Brand-C,Not Sold,TRUE,2021-04-25,,
Car No-541,Brand-B,Not Sold,TRUE,2021-05-08,,
Car No-542,Brand-M,Sold,TRUE,2021-05-10,2021-05-29,19
Car No-543,Brand-B,Not Sold,TRUE,2021-05-07,,
Car No-544,Brand-K,Not Sold,TRUE,2021-05-21,,
Car No-545,Brand-K,Not Sold,TRUE,2021-05-25,,
Car No-546,Brand-D,Not Sold,TRUE,2021-05-25,,
Car No-547,Brand-B,Not Sold,TRUE,2021-05-28,,
Car No-548,Brand-B,Not Sold,TRUE,2021-06-23,,
Car No-549,Brand-B,Not Sold,FALSE,,,
Car No-550,Brand-C,Not Sold,FALSE,,,
Car No-551,Brand-B,Sold,TRUE,2020-08-13,2020-10-03,51
Car No-552,Brand-J,Not Sold,FALSE,,,
Car No-553,Brand-C,Sold,TRUE,2020-08-17,2020-11-26,101
Car No-554,Brand-B,Sold,TRUE,2020-09-04,2020-09-30,26
Car No-555,Brand-C,Sold,TRUE,2020-09-28,2020-12-30,93
Car No-556,Brand-I,Sold,TRUE,2020-10-15,2020-10-27,12
Car No-557,Brand-B,Not Sold,TRUE,2020-10-19,,
Car No-558,Brand-B,Sold,TRUE,2020-11-17,2021-04-26,160
Car No-559,Brand-B,Sold,TRUE,2020-11-27,2021-05-07,161
Car No-560,Brand-D,Sold,TRUE,2020-12-11,2021-05-11,151
Car No-561,Brand-J,Sold,TRUE,2020-12-22,2021-01-29,38
Car No-562,Brand-B,Not Sold,TRUE,2021-01-07,,
Car No-563,Brand-B,Sold,TRUE,2021-01-23,2021-02-10,18
Car No-564,Brand-C,Not Sold,TRUE,2021-02-18,,
Car No-565,Brand-M,Sold,TRUE,2021-02-26,2021-03-24,26
Car No-566,Brand-C,Not Sold,TRUE,2021-03-05,,
Car No-567,Brand-B,Sold,TRUE,2021-03-10,2021-04-17,38
Car No-568,Brand-I,Sold,TRUE,2021-03-15,2021-04-30,46
Car No-569,Brand-C,Not Sold,TRUE,2021-03-19,,
Car No-570,Brand-B,Not Sold,TRUE,2021-03-24,,
Car No-571,Brand-B,Not Sold,TRUE,2021-03-29,,
Car No-572,Brand-L,Sold,TRUE,2021-04-01,2021-04-25,24
Car No-573,Brand-C,Not Sold,TRUE,2021-04-06,,
Car No-574,Brand-C,Sold,TRUE,2021-04-10,2021-04-30,20
Car No-575,Brand-C,Not Sold,TRUE,2021-04-14,,
Car No-576,Brand-I,Not Sold,TRUE,2021-04-20,,
Car No-577,Brand-B,Not Sold,TRUE,2021-04-25,,
Car No-578,Brand-G,Not Sold,TRUE,2021-05-03,,
Car No-579,Brand-D,Not Sold,TRUE,2021-05-07,,
Car No-580,Brand-B,Not Sold,TRUE,2021-05-06,,
Car No-581,Brand-I,Not Sold,TRUE,2021-05-24,,
Car No-582,Brand-I,Not Sold,TRUE,2021-05-24,,
Car No-583,Brand-B,Not Sold,TRUE,2021-05-28,,
Car No-584,Brand-C,Not Sold,TRUE,2021-05-28,,
Car No-585,Brand-B,Not Sold,TRUE,2021-06-16,,
Car No-586,Brand-C,Not Sold,FALSE,,,
Car No-587,Brand-L,Not Sold,FALSE,,,
Car No-588,Brand-I,Sold,TRUE,2020-08-12,2020-11-19,99
Car No-589,Brand-F,Not Sold,FALSE,,,
Car No-590,Brand-I,Sold,TRUE,2020-08-26,2020-09-14,19
Car No-591,Brand-F,Sold,TRUE,2020-09-04,2020-09-30,26
Car No-592,Brand-I,Sold,TRUE,2020-09-29,2020-10-14,15
Car No-593,Brand-J,Sold,TRUE,2020-10-25,2020-11-06,12
Car No-594,Brand-B,Sold,TRUE,2020-10-19,2020-11-24,36
Car No-595,Brand-D,Sold,TRUE,2020-11-17,2021-05-11,175
Car No-596,Brand-B,Sold,TRUE,2020-11-28,2020-12-14,16
Car No-597,Brand-K,Sold,TRUE,2020-12-11,2021-01-09,29
Car No-598,Brand-D,Sold,TRUE,2020-12-22,2021-01-29,38
Car No-599,Brand-B,Not Sold,TRUE,2021-01-08,,
Car No-600,Brand-I,Sold,TRUE,2021-01-25,2021-02-17,23
Car No-601,Brand-C,Not Sold,TRUE,2021-02-19,,
Car No-602,Brand-C,Sold,TRUE,2021-02-26,2021-03-19,21
Car No-603,Brand-Q,Not Sold,TRUE,2021-03-05,,
Car No-604,Brand-B,Sold,TRUE,2021-03-10,2021-04-25,46
Car No-605,Brand-I,Not Sold,TRUE,2021-03-15,,
Car No-606,Brand-G,Not Sold,TRUE,2021-03-19,,
Car No-607,Brand-J,Sold,TRUE,2021-03-24,2021-04-16,23
Car No-608,Brand-F,Sold,TRUE,2021-03-29,2021-04-19,21
Car No-609,Brand-D,Not Sold,TRUE,2021-04-02,,
Car No-610,Brand-B,Not Sold,TRUE,2021-04-06,,
Car No-611,Brand-C,Sold,TRUE,2021-04-10,2021-05-19,39
Car No-612,Brand-B,Not Sold,TRUE,2021-04-14,,
Car No-613,Brand-D,Not Sold,TRUE,2021-04-20,,
Car No-614,Brand-B,Not Sold,TRUE,2021-04-25,,
Car No-615,Brand-N,Not Sold,TRUE,2021-04-30,,
Car No-616,Brand-O,Not Sold,TRUE,2021-05-09,,
Car No-617,Brand-I,Not Sold,TRUE,2021-05-08,,
Car No-618,Brand-K,Not Sold,TRUE,2021-05-23,,
Car No-619,Brand-B,Not Sold,TRUE,2021-05-24,,
Car No-620,Brand-M,Not Sold,FALSE,,,
Car No-621,Brand-J,Not Sold,TRUE,2021-05-29,,
Car No-622,Brand-K,Not Sold,TRUE,2021-06-14,,
Car No-623,Brand-J,Not Sold,TRUE,2021-06-11,,
Car No-624,Brand-B,Sold,TRUE,2020-08-12,2020-11-13,93
Car No-625,Brand-I,Not Sold,FALSE,,,
Car No-626,Brand-D,Sold,TRUE,2020-08-12,2020-11-10,90
Car No-627,Brand-B,Not Sold,FALSE,,,
Car No-628,Brand-D,Sold,TRUE,2020-08-17,2020-09-10,24
Car No-629,Brand-B,Sold,TRUE,2020-09-07,2021-01-19,134
Car No-630,Brand-B,Sold,TRUE,2020-09-30,2020-10-14,14
Car No-631,Brand-C,Sold,TRUE,2020-10-10,2021-01-12,94
Car No-632,Brand-D,Sold,TRUE,2020-10-19,2021-04-22,185
Car No-633,Brand-D,Sold,FALSE,,2020-11-26,44161
Car No-634,Brand-B,Sold,TRUE,2020-11-30,2021-03-25,115
Car No-635,Brand-G,Sold,TRUE,2020-12-11,2021-01-12,32
Car No-636,Brand-M,Sold,TRUE,2020-12-22,2021-02-26,66
Car No-637,Brand-J,Sold,TRUE,2021-01-08,2021-05-11,123
Car No-638,Brand-F,Not Sold,TRUE,2021-01-26,,
Car No-639,Brand-B,Not Sold,TRUE,2021-02-19,,
Car No-640,Brand-C,Sold,TRUE,2021-02-26,2021-04-03,36
Car No-641,Brand-B,Not Sold,TRUE,2021-03-05,,
Car No-642,Brand-I,Not Sold,TRUE,2021-03-10,,
Car No-643,Brand-I,Sold,TRUE,2021-03-15,2021-04-01,17
Car No-644,Brand-B,Not Sold,TRUE,2021-03-19,,
Car No-645,Brand-B,Sold,TRUE,2021-03-24,2021-05-12,49
Car No-646,Brand-C,Not Sold,TRUE,2021-03-30,,
Car No-647,Brand-K,Not Sold,TRUE,2021-04-02,,
Car No-648,Brand-B,Not Sold,TRUE,2021-04-06,,
Car No-649,Brand-I,Sold,TRUE,2021-04-10,2021-04-22,12
Car No-650,Brand-I,Not Sold,TRUE,2021-04-14,,
Car No-651,Brand-L,Not Sold,TRUE,2021-04-23,,
Car No-652,Brand-C,Not Sold,TRUE,2021-04-25,,
Car No-653,Brand-C,Sold,TRUE,2021-04-29,2021-05-29,30
Car No-654,Brand-I,Not Sold,TRUE,2021-05-07,,
Car No-655,Brand-K,Not Sold,TRUE,2021-05-06,,
Car No-656,Brand-I,Not Sold,TRUE,2021-06-04,,
Car No-657,Brand-B,Not Sold,TRUE,2021-05-19,,
Car No-658,Brand-I,Not Sold,TRUE,2021-05-31,,
Car No-659,Brand-Q,Not Sold,TRUE,2021-06-16,,
Car No-660,Brand-I,Not Sold,TRUE,2021-05-31,,
Car No-661,Brand-C,Not Sold,FALSE,,,
Car No-662,Brand-H,Sold,TRUE,2020-08-12,2020-09-09,28
Car No-663,Brand-M,Not Sold,FALSE,,,
Car No-664,Brand-K,Sold,TRUE,2020-08-12,2021-01-27,168
Car No-665,Brand-C,Not Sold,FALSE,,,
Car No-666,Brand-K,Sold,TRUE,2020-09-04,2020-11-27,84
Car No-667,Brand-D,Sold,TRUE,2020-09-28,2020-12-01,64
Car No-668,Brand-K,Not Sold,TRUE,2020-10-19,,
Car No-669,Brand-C,Sold,TRUE,2020-11-19,2021-03-29,130
Car No-670,Brand-C,Not Sold,TRUE,2020-11-30,,
Car No-671,Brand-B,Sold,TRUE,2020-12-11,2021-02-26,77
Car No-672,Brand-B,Sold,TRUE,2020-12-23,2021-01-28,36
Car No-673,Brand-B,Sold,TRUE,2021-01-08,2021-04-05,87
Car No-674,Brand-I,Sold,TRUE,2021-01-27,2021-02-27,31
Car No-675,Brand-B,Not Sold,TRUE,2021-02-19,,
Car No-676,Brand-Q,Not Sold,TRUE,2021-02-26,,
Car No-677,Brand-D,Not Sold,TRUE,2021-03-05,,
Car No-678,Brand-B,Not Sold,TRUE,2021-03-10,,
Car No-679,Brand-K,Sold,TRUE,2021-03-15,2021-05-21,67
Car No-680,Brand-B,Not Sold,TRUE,2021-03-19,,
Car No-681,Brand-O,Sold,TRUE,2021-03-24,2021-05-12,49
Car No-682,Brand-B,Not Sold,TRUE,2021-03-30,,
Car No-683,Brand-J,Not Sold,TRUE,2021-04-02,,
Car No-684,Brand-B,Not Sold,TRUE,2021-04-06,,
Car No-685,Brand-B,Not Sold,TRUE,2021-04-10,,
Car No-686,Brand-I,Not Sold,TRUE,2021-04-15,,
Car No-687,Brand-B,Not Sold,TRUE,2021-04-25,,
Car No-688,Brand-I,Not Sold,TRUE,2021-04-27,,
Car No-689,Brand-I,Not Sold,TRUE,2021-06-15,,
Car No-690,Brand-J,Not Sold,TRUE,2021-05-04,,
Car No-691,Brand-B,Sold,TRUE,2021-05-18,2021-05-31,13
Car No-692,Brand-B,Not Sold,TRUE,2021-05-19,,
Car No-693,Brand-B,Not Sold,TRUE,2021-05-24,,
Car No-694,Brand-Q,Not Sold,TRUE,2021-05-27,,
Car No-695,Brand-B,Not Sold,TRUE,2021-05-31,,
Car No-696,Brand-C,Not Sold,FALSE,,,
Car No-697,Brand-C,Sold,TRUE,2020-08-11,2020-12-31,142
Car No-698,Brand-C,Not Sold,FALSE,,,
Car No-699,Brand-C,Sold,TRUE,2020-08-13,2020-09-11,29
Car No-700,Brand-D,Not Sold,FALSE,,,
Car No-701,Brand-B,Sold,TRUE,2020-08-14,2020-10-23,70
Car No-702,Brand-D,Sold,TRUE,2020-09-08,2021-03-31,204
Car No-703,Brand-D,Not Sold,TRUE,2020-09-30,,
Car No-704,Brand-D,Sold,TRUE,2020-10-10,2020-12-08,59
Car No-705,Brand-M,Sold,TRUE,2020-10-20,2021-02-26,129
Car No-706,Brand-B,Sold,TRUE,2020-11-19,2021-02-24,97
Car No-707,Brand-K,Sold,TRUE,2020-11-30,2021-02-05,67
Car No-708,Brand-B,Sold,TRUE,2020-12-11,2021-04-17,127
Car No-709,Brand-B,Sold,TRUE,2020-12-24,2021-05-31,158
Car No-710,Brand-J,Sold,TRUE,2021-01-08,2021-01-23,15
Car No-711,Brand-C,Sold,TRUE,2021-01-28,2021-03-27,58
Car No-712,Brand-D,Sold,TRUE,2021-02-19,2021-04-11,51
Car No-713,Brand-M,Not Sold,TRUE,2021-02-27,,
Car No-714,Brand-D,Sold,TRUE,2021-03-05,2021-04-23,49
Car No-715,Brand-C,Not Sold,TRUE,2021-03-10,,
Car No-716,Brand-M,Sold,TRUE,2021-03-15,2021-04-29,45
Car No-717,Brand-I,Sold,TRUE,2021-03-20,2021-05-22,63
Car No-718,Brand-C,Sold,TRUE,2021-03-24,2021-04-28,35
Car No-719,Brand-B,Not Sold,TRUE,2021-03-30,,
Car No-720,Brand-G,Not Sold,TRUE,2021-04-02,,
Car No-721,Brand-B,Not Sold,TRUE,2021-04-06,,
Car No-722,Brand-K,Sold,TRUE,2021-04-10,2021-05-29,49
Car No-723,Brand-K,Not Sold,TRUE,2021-04-15,,
Car No-724,Brand-D,Not Sold,TRUE,2021-04-20,,
Car No-725,Brand-B,Not Sold,TRUE,2021-04-26,,
Car No-726,Brand-J,Not Sold,TRUE,2021-04-29,,
Car No-727,Brand-K,Not Sold,TRUE,2021-05-18,,
Car No-728,Brand-I,Not Sold,TRUE,2021-05-05,,
Car No-729,Brand-O,Not Sold,TRUE,2021-06-09,,
Car No-730,Brand-I,Not Sold,TRUE,2021-06-09,,
Car No-731,Brand-I,Not Sold,TRUE,2021-05-28,,
Car No-732,Brand-C,Not Sold,TRUE,2021-06-13,,
Car No-733,Brand-C,Not Sold,TRUE,2021-05-31,,
Car No-734,Brand-C,Not Sold,TRUE,2021-06-25,,
Car No-735,Brand-C,Sold,TRUE,2020-08-12,2020-09-28,47
Car No-736,Brand-C,Not Sold,FALSE,,,
Car No-737,Brand-I,Sold,TRUE,2020-08-13,2020-10-31,79
Car No-738,Brand-I,Not Sold,FALSE,,,
Car No-739,Brand-C,Sold,TRUE,2020-09-01,2021-04-23,234
Car No-740,Brand-I,Sold,TRUE,2020-09-02,2020-09-30,28
Car No-741,Brand-D,Sold,TRUE,2020-09-29,2021-03-15,167
Car No-742,Brand-B,Sold,TRUE,2020-10-10,2021-02-11,124
Car No-743,Brand-H,Sold,TRUE,2020-10-20,2020-11-10,21
Car No-744,Brand-C,Sold,TRUE,2020-11-19,2020-11-28,9
Car No-745,Brand-I,Sold,TRUE,2020-11-30,2021-02-24,86
Car No-746,Brand-B,Not Sold,TRUE,2020-12-11,,
Car No-747,Brand-J,Sold,TRUE,2020-12-24,2021-02-23,61
Car No-748,Brand-B,Sold,TRUE,2021-01-10,2021-02-26,47
Car No-749,Brand-I,Sold,TRUE,2021-01-28,2021-03-23,54
Car No-750,Brand-D,Sold,TRUE,2021-02-19,2021-03-29,38
Car No-751,Brand-K,Sold,TRUE,2021-02-27,2021-03-31,32
Car No-752,Brand-I,Not Sold,TRUE,2021-03-05,,
Car No-753,Brand-B,Sold,TRUE,2021-03-11,2021-04-30,50
Car No-754,Brand-C,Not Sold,TRUE,2021-03-16,,
Car No-755,Brand-C,Sold,TRUE,2021-03-24,2021-04-15,22
Car No-756,Brand-F,Sold,TRUE,2021-03-25,2021-04-23,29
Car No-757,Brand-B,Sold,TRUE,2021-03-30,2021-04-24,25
Car No-758,Brand-B,Sold,TRUE,2021-04-02,2021-04-28,26
Car No-759,Brand-I,Sold,TRUE,2021-04-06,2021-05-26,50
Car No-760,Brand-C,Not Sold,TRUE,2021-04-10,,
Car No-761,Brand-B,Not Sold,TRUE,2021-04-15,,
Car No-762,Brand-D,Not Sold,TRUE,2021-04-21,,
Car No-763,Brand-I,Not Sold,TRUE,2021-04-30,,
Car No-764,Brand-B,Not Sold,TRUE,2021-04-28,,
Car No-765,Brand-I,Not Sold,TRUE,2021-05-17,,
Car No-766,Brand-D,Not Sold,TRUE,2021-05-07,,
Car No-767,Brand-F,Not Sold,TRUE,2021-06-04,,
Car No-768,Brand-Q,Not Sold,TRUE,2021-05-27,,
Car No-769,Brand-I,Not Sold,TRUE,2021-06-04,,
Car No-770,Brand-I,Not Sold,TRUE,2021-06-09,,
Car No-771,Brand-I,Not Sold,TRUE,2021-05-31,,
Car No-772,Brand-I,Not Sold,FALSE,,,
Car No-773,Brand-B,Sold,TRUE,2020-08-11,2020-09-26,46
Car No-774,Brand-C,Not Sold,FALSE,,,
Car No-775,Brand-B,Sold,TRUE,2020-08-13,2020-11-27,106
Car No-776,Brand-B,Not Sold,FALSE,,,
Car No-777,Brand-C,Sold,TRUE,2020-09-02,2020-11-07,66
Car No-778,Brand-K,Sold,TRUE,2020-09-08,2020-09-23,15
Car No-779,Brand-P,Sold,TRUE,2020-09-30,2020-12-02,63
Car No-780,Brand-I,Sold,TRUE,2020-10-10,2021-04-09,181
Car No-781,Brand-J,Sold,TRUE,2020-10-20,2020-12-15,56
Car No-782,Brand-K,Sold,TRUE,2020-11-20,2021-02-09,81
Car No-783,Brand-C,Sold,TRUE,2020-12-01,2021-01-16,46
Car No-784,Brand-B,Sold,TRUE,2020-12-11,2021-02-20,71
Car No-785,Brand-B,Sold,TRUE,2020-12-24,2021-03-13,79
Car No-786,Brand-B,Sold,TRUE,2021-01-10,2021-01-28,18
Car No-787,Brand-B,Sold,TRUE,2021-01-28,2021-03-26,57
Car No-788,Brand-B,Sold,TRUE,2021-02-19,2021-05-17,87
Car No-789,Brand-D,Sold,TRUE,2021-02-28,2021-05-11,72
Car No-790,Brand-D,Not Sold,TRUE,2021-03-06,,
Car No-791,Brand-C,Not Sold,TRUE,2021-03-11,,
Car No-792,Brand-C,Not Sold,TRUE,2021-03-16,,
Car No-793,Brand-B,Not Sold,TRUE,2021-03-20,,
Car No-794,Brand-J,Sold,TRUE,2021-03-25,2021-05-24,60
Car No-795,Brand-C,Not Sold,TRUE,2021-03-30,,
Car No-796,Brand-B,Not Sold,TRUE,2021-04-02,,
Car No-797,Brand-B,Sold,TRUE,2021-04-07,2021-04-28,21
Car No-798,Brand-L,Sold,TRUE,2021-04-10,2021-05-04,24
Car No-799,Brand-B,Not Sold,TRUE,2021-04-15,,
Car No-800,Brand-K,Sold,TRUE,2021-04-20,2021-05-22,32
Car No-801,Brand-I,Not Sold,TRUE,2021-04-26,,
Car No-802,Brand-B,Not Sold,TRUE,2021-05-03,,
Car No-803,Brand-I,Not Sold,TRUE,2021-05-06,,
Car No-804,Brand-B,Not Sold,TRUE,2021-05-24,,
Car No-805,Brand-C,Not Sold,TRUE,2021-05-21,,
Car No-806,Brand-D,Not Sold,TRUE,2021-05-21,,
Car No-807,Brand-B,Not Sold,TRUE,2021-06-09,,
Car No-808,Brand-L,Not Sold,FALSE,,,
Car No-809,Brand-J,Not Sold,TRUE,2021-06-20,,
Car No-810,Brand-K,Not Sold,FALSE,,,
Car No-811,Brand-B,Sold,TRUE,2020-08-12,2021-01-25,166
Car No-812,Brand-B,Not Sold,FALSE,,,
Car No-813,Brand-C,Sold,TRUE,2020-08-13,2021-05-24,284
Car No-814,Brand-L,Not Sold,FALSE,,,
Car No-815,Brand-J,Not Sold,TRUE,2020-08-27,,
Car No-816,Brand-D,Not Sold,TRUE,2020-09-08,,
Car No-817,Brand-B,Not Sold,TRUE,2020-09-30,,
Car No-818,Brand-K,Sold,TRUE,2020-10-10,2020-10-29,19
Car No-819,Brand-I,Sold,TRUE,2020-10-20,2021-02-04,107
Car No-820,Brand-D,Sold,TRUE,2020-11-20,2020-12-31,41
Car No-821,Brand-C,Sold,TRUE,2020-12-01,2021-01-26,56
Car No-822,Brand-L,Sold,TRUE,2020-12-12,2021-04-10,119
Car No-823,Brand-B,Sold,TRUE,2020-12-24,2021-04-10,107
Car No-824,Brand-K,Not Sold,TRUE,2021-01-10,,
Car No-825,Brand-O,Sold,TRUE,2021-01-30,2021-03-10,39
Car No-826,Brand-C,Sold,TRUE,2021-02-21,2021-03-17,24
Car No-827,Brand-B,Not Sold,TRUE,2021-02-28,,
Car No-828,Brand-C,Not Sold,TRUE,2021-03-06,,
Car No-829,Brand-B,Not Sold,TRUE,2021-03-11,,
Car No-830,Brand-I,Sold,TRUE,2021-03-16,2021-05-04,49
Car No-831,Brand-C,Not Sold,TRUE,2021-03-20,,
Car No-832,Brand-I,Sold,TRUE,2021-03-25,2021-04-27,33
Car No-833,Brand-B,Not Sold,TRUE,2021-03-30,,
Car No-834,Brand-B,Not Sold,TRUE,2021-04-02,,
Car No-835,Brand-I,Not Sold,TRUE,2021-04-07,,
Car No-836,Brand-B,Not Sold,TRUE,2021-04-10,,
Car No-837,Brand-I,Sold,TRUE,2021-04-15,2021-06-15,61
Car No-838,Brand-D,Not Sold,TRUE,2021-04-20,,
Car No-839,Brand-I,Not Sold,TRUE,2021-04-26,,
Car No-840,Brand-K,Sold,TRUE,2021-04-30,2021-05-26,26
Car No-841,Brand-J,Not Sold,TRUE,2021-05-06,,
Car No-842,Brand-G,Not Sold,TRUE,2021-05-09,,
Car No-843,Brand-B,Not Sold,TRUE,2021-05-24,,
Car No-844,Brand-B,Not Sold,TRUE,2021-05-23,,
Car No-845,Brand-B,Not Sold,TRUE,2021-05-24,,
Car No-846,Brand-I,Not Sold,TRUE,2021-06-09,,
Car No-847,Brand-B,Not Sold,FALSE,,,
Car No-848,Brand-G,Not Sold,FALSE,,,
Car No-849,Brand-B,Sold,TRUE,2020-08-11,2021-03-18,219
Car No-850,Brand-B,Not Sold,FALSE,,,
Car No-851,Brand-D,Sold,TRUE,2020-08-13,2020-10-24,72
Car No-852,Brand-B,Not Sold,FALSE,,,
Car No-853,Brand-C,Sold,TRUE,2020-09-02,2021-01-29,149
Car No-854,Brand-C,Sold,TRUE,2020-09-09,2020-10-17,38
Car No-855,Brand-O,Sold,TRUE,2020-09-29,2020-11-27,59
Car No-856,Brand-B,Sold,TRUE,2020-10-10,2021-05-21,223
Car No-857,Brand-D,Sold,TRUE,2020-10-20,2021-01-27,99
Car No-858,Brand-B,Sold,TRUE,2020-11-20,2021-05-28,189
Car No-859,Brand-B,Not Sold,TRUE,2020-12-01,,
Car No-860,Brand-D,Not Sold,TRUE,2020-12-12,,
Car No-861,Brand-D,Sold,TRUE,2020-12-28,2021-03-13,75
Car No-862,Brand-K,Not Sold,TRUE,2021-01-11,,
Car No-863,Brand-C,Sold,TRUE,2021-01-30,2021-02-27,28
Car No-864,Brand-D,Not Sold,TRUE,2021-02-21,,
Car No-865,Brand-B,Not Sold,TRUE,2021-02-28,,
Car No-866,Brand-C,Sold,TRUE,2021-03-06,2021-04-14,39
Car No-867,Brand-C,Not Sold,TRUE,2021-03-11,,
